Measured__RawTotalFlowRate,Measured__LowPassTotalFlowRate,Measured__MaxFilteredTotalFlowRate,rightKneeISA_LowPassFlowRate,rightKneeISA_MaxFilteredFlowRate,leftKneeISA_LowPassFlowRate,leftKneeISA_MaxFilteredFlowRate,rightHipInnerISA_LowPassFlowRate,rightHipInnerISA_MaxFilteredFlowRate,leftHipInnerISA_LowPassFlowRate,leftHipInnerISA_MaxFilteredFlowRate,rightHipOuterISA_LowPassFlowRate,rightHipOuterISA_MaxFilteredFlowRate,leftHipOuterISA_LowPassFlowRate,leftHipOuterISA_MaxFilteredFlowRate,rightAnkleOuterISA_LowPassFlowRate,rightAnkleOuterISA_MaxFilteredFlowRate,leftAnkleOuterISA_LowPassFlowRate,leftAnkleOuterISA_MaxFilteredFlowRate,rightAnkleInnerISA_LowPassFlowRate,rightAnkleInnerISA_MaxFilteredFlowRate,leftAnkleInnerISA_LowPassFlowRate,leftAnkleInnerISA_MaxFilteredFlowRate,rightSpineISA_LowPassFlowRate,rightSpineISA_MaxFilteredFlowRate,leftSpineISA_LowPassFlowRate,leftSpineISA_MaxFilteredFlowRate,qd_x,qd_y,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4.297130736879338,4.484437049208006,10.7190605145048,1.6114776530246129,4.078812169979745,0.10389574773251899,2.8250386505709737,0.5090875123806053,1.8779182299721573,0.3380793862217666,1.6229020299028123,0.30501526898339715,2.1827888645989497,0.0282154519661642,1.7080209477785566,0.7439949221521052,2.5721922407535436,0.081665248950327,3.3868038719122215,0.5776077316599664,2.63000430468539,0.14989636792904437,3.6696650626397305,0.02772552751147485,0.3729184214765569,0.007776230696020403,0.3051138262491643,0.11364225284852567,0.1351656956164523,
4.1795369603267245,4.440162488291663,10.7190605145048,1.6051804947842152,4.078812169979745,0.0944324943776069,2.8250386505709737,0.515847005105509,1.8779182299721573,0.32851776187153797,1.6229020299028123,0.3174041436697918,2.1827888645989497,0.02380928013612273,1.7080209477785566,0.7238514180766081,2.5721922407535436,0.0833394116470133,3.3868038719122215,0.5625355924387312,2.63000430468539,0.14750453283159892,3.6696650626397305,0.026923044325116986,0.3729184214765569,0.010817309027809294,0.3051138262491643,0.11203323486069182,0.1300223239599846,
4.173708530364215,4.426985501144354,10.7190605145048,1.6029065510054363,4.078812169979745,0.09204266865628077,2.8250386505709737,0.5173553981231842,1.8779182299721573,0.32590519409562285,1.6229020299028123,0.3203015886426025,2.1827888645989497,0.022670030068032216,1.7080209477785566,0.7185621334826015,2.5721922407535436,0.08339897718131323,3.3868038719122215,0.5585135251124994,2.63000430468539,0.14679728406085563,3.6696650626397305,0.026812016052066172,0.3729184214765569,0.01172013466385713,0.3051138262491643,0.11179907581690127,0.12881668339766322,
4.159098044353472,4.413956390455078,10.7190605145048,1.6010229962091995,4.078812169979745,0.0898370550110972,2.8250386505709737,0.5188176428297276,1.8779182299721573,0.32315681535629615,1.6229020299028123,0.3231588429490775,2.1827888645989497,0.0216273127279304,1.7080209477785566,0.713310662614509,2.5721922407535436,0.08326809890373045,3.3868038719122215,0.5543204878982824,2.63000430468539,0.14604373947242966,3.6696650626397305,0.026741786308396066,0.3729184214765569,0.01265095017440048,0.3051138262491643,0.11149472158963263,0.12762623864706546,
4.060515016034408,4.371800468523095,10.7190605145048,1.5967332492645854,4.078812169979745,0.08378575020886382,2.8250386505709737,0.5222970563483197,1.8779182299721573,0.31396194149028595,1.6229020299028123,0.3309271999698284,2.1827888645989497,0.019001004098586374,1.7080209477785566,0.6973146403595014,2.5721922407535436,0.08154421228914102,3.3868038719122215,0.5409405944211413,2.63000430468539,0.1435233133821741,3.6696650626397305,0.026818896139565597,0.3729184214765569,0.014952610551100465,0.3051138262491643,0.1110361326597597,0.12430116279570584,
4.0175411633138935,4.339588666292325,10.7190605145048,1.5924811378608672,4.078812169979745,0.07975774827386135,2.8250386505709737,0.5250114206680302,1.8779182299721573,0.3077442491341505,1.6229020299028123,0.3351790965131629,2.1827888645989497,0.017564699606358425,1.7080209477785566,0.6863199999652027,2.5721922407535436,0.0791611212134749,3.3868038719122215,0.5317901864366646,2.63000430468539,0.1416360196101831,3.6696650626397305,0.027047985375184106,0.3729184214765569,0.0158950016351842,0.3051138262491643,0.11093637819193848,0.12218816341228037,
3.995493855980543,4.32293510846007,10.7190605145048,1.5901266255492792,4.078812169979745,0.07796460330978566,2.8250386505709737,0.5263260175418348,1.8779182299721573,0.3048179155444351,1.6229020299028123,0.3373930893991968,2.1827888645989497,0.016930615452200103,1.7080209477785566,0.6806146650137589,2.5721922407535436,0.07761371828087064,3.3868038719122215,0.5271200699338024,2.63000430468539,0.14062089043988105,3.6696650626397305,0.02714992847787095,0.3729184214765569,0.016256969517153077,0.3051138262491643,0.11081182700410312,0.12108685101994653,
3.960536042266309,4.305689100493238,10.7190605145048,1.5873560699870328,4.078812169979745,0.07640507905028596,2.8250386505709737,0.5275639746833717,1.8779182299721573,0.30200429476570495,1.6229020299028123,0.33976539763797803,2.1827888645989497,0.01631236782735592,1.7080209477785566,0.6747999242963596,2.5721922407535436,0.07593163521185996,3.3868038719122215,0.522204675620721,2.63000430468539,0.13960561933634263,3.6696650626397305,0.027165341387677264,0.3729184214765569,0.016574720688546794,0.3051138262491643,0.11073213523174377,0.11997640216501117,
3.9167434944697335,4.287336633886977,10.7190605145048,1.583688566915183,4.078812169979745,0.07497831116261648,2.8250386505709737,0.5288084939477284,1.8779182299721573,0.2992664121638875,1.6229020299028123,0.3422090974447073,2.1827888645989497,0.01569237434633518,1.7080209477785566,0.6688506709502933,2.5721922407535436,0.0742153829903133,3.3868038719122215,0.5170320784143382,2.63000430468539,0.13865756851391783,3.6696650626397305,0.02707736045658761,0.3729184214765569,0.016860316581067708,0.3051138262491643,0.11058716830656831,0.11886293810130127,
