IKin__LowPassTotalFlowRate,rightHipInnerLowPassFlowRate,leftHipInnerLowPassFlowRate,rightHipOuterLowPassFlowRate,leftHipOuterLowPassFlowRate,rightKneeLowPassFlowRate,leftKneeLowPassFlowRate,rightAnkleInnerLowPassFlowRate,leftAnkleInnerLowPassFlowRate,rightAnkleOuterLowPassFlowRate,leftAnkleOuterLowPassFlowRate,SpineInnerLowPassFlowRate,SpineOuterLowPassFlowRate,qd_x,qd_y,exactCenterOfMassVelocityX,exactCenterOfMassVelocityY,swingTime0,transferTime0,RIGHT_FOOT_LINKFootForceMag,LEFT_FOOT_LINKFootForceMag,
6.538671911338793,0.02780723929459092,0.6838329552148869,0.08686465067901523,0.6018881646721607,0.27647604406142745,2.7441675862892807,0.26541147150140726,0.7257619185903079,0.13246924193897802,0.8574307224564804,0.034268854449612716,0.10229306219064689,0.004221811966300172,-0.14721601550389393,0.08999723314076824,-0.10687678686977853,0.9,0.25,981.9390153193776,0.0,
6.517306715713377,0.024397954278487257,0.6877423544977468,0.0837314069883591,0.6109039970876301,0.27722773951549795,2.7488741593247634,0.2690385777896765,0.7050631595570541,0.1331765111016996,0.8374845228842918,0.034595881042432136,0.10507045164574146,0.003918338257458678,-0.14434775009150286,0.09107985801799041,-0.10486714038737727,0.9,0.25,992.2815870129646,0.0,
6.493981278553832,0.022663982718879143,0.6922418719766122,0.08286105670097343,0.6193145889774883,0.2804736392309476,2.7520410291115542,0.27018934813632006,0.6848783393145198,0.13055961941608948,0.8180348394862875,0.03551559655864149,0.10520736692552222,0.003651010878643058,-0.14143278424880437,0.09221723777702702,-0.10291608055058182,0.9,0.25,1000.8433422484131,0.0,
6.468358643967758,0.02253979296074627,0.6972245512033389,0.0841217085752251,0.6271417133275795,0.2861982125357804,2.7534566578718045,0.268786639063808,0.6650133085771244,0.12508951870042542,0.7988937060840733,0.03700284414844885,0.10288999091940643,0.0034109987828325784,-0.13852874618987612,0.09335167452968107,-0.10101981460584657,0.9,0.25,1006.623326599986,0.0,
6.4402413753180685,0.023850724107372583,0.7024857360339246,0.08713016230018866,0.634415414397968,0.29405609008639955,2.7529110362327627,0.2650458985474278,0.645300016379905,0.1175837679467299,0.7798793923165761,0.038997696307498546,0.098585440661318,0.0031935652185036264,-0.13568962903647694,0.09443176558384361,-0.09917053028866209,0.9,0.25,1009.0480435460208,0.0,
6.409558293341732,0.026328254964163075,0.7077589448756771,0.09131915084985441,0.6411717380706599,0.30344302526212313,2.7502277172540674,0.2594302899178198,0.6256046369198571,0.10907290439694818,0.7608327622383751,0.041408408749479333,0.09296045984270851,0.0029980415537437127,-0.13295928784599562,0.09541826686201746,-0.09735763169565367,0.9,0.25,1008.0251600799071,0.0,
6.376341758933533,0.029638808565628748,0.7127564595465843,0.09602326442956031,0.6474497091876622,0.3135938872924199,2.745288201232396,0.25257822020047516,0.6058308188670569,0.10065292910282472,0.7416288659119075,0.04411945626049271,0.086781138336526,0.0028273558164004795,-0.13036682173309388,0.09628789659845814,-0.09556927509611952,0.9,0.25,1003.9151553574604,0.0,
6.340696608079718,0.03342064049178846,0.7172086123459308,0.10057003634823143,0.6532881084380939,0.32369177323295245,2.7380462995589303,0.24521435849104625,0.5859184298262141,0.09334342398244704,0.7221828125511228,0.04700295909226767,0.08080915372069382,0.002687233698560144,-0.12792436752651115,0.097034750331782,-0.09379392951251923,0.9,0.25,997.4341121830166,0.0,
6.302762816578937,0.03732253125072806,0.7208965922416667,0.10436317972626243,0.6587225434968219,0.332972612126156,2.7285315658898837,0.23805695573756894,0.5658386066212919,0.08796795191438893,0.7024498877896074,0.04993147112039324,0.07570891866416932,0.002585183798052743,-0.1256273380367904,0.0976693951892363,-0.0920217315198791,0.9,0.25,989.5156488889452,0.0,
6.262676007571403,0.04103850473167581,0.7236752470208215,0.10694776521563065,0.6637831748728064,0.34081247983367635,2.7168424886619253,0.23173375632152793,0.5455862308422947,0.08506895275167033,0.6824207385182478,0.05279015340239527,0.07197651539873151,0.0025293727578606243,-0.12345672657925709,0.0982160302359584,-0.09024548513313575,0.9,0.25,981.1634086031675,0.0,
6.220531536015163,0.04433427559327521,0.725484306042895,0.10805118589149237,0.6684932976119862,0.3467890708656578,2.703131528712877,0.22671634148716152,0.5251710902697514,0.08486402670807058,0.662113050912577,0.0554867256608177,0.06989663625860114,0.002527496817951149,-0.1213828600042741,0.09870830019649295,-0.08846123882875635,0.9,0.25,973.3193477505862,0.0,
6.17635795747595,0.04706303219744852,0.7263482205905367,0.10759795635214887,0.6728688336474473,0.35071325882672727,2.6875849801596403,0.22327912434880548,0.5046089543680853,0.08724493135316427,0.6415613962085327,0.05795813372586854,0.06952913569754496,0.0025857607099066863,-0.11936991966688568,0.09918442729891255,-0.08666843420699459,0.9,0.25,966.7624724408372,0.0,
6.130104052454456,0.04916998117410227,0.7263661456757107,0.10569993185547216,0.6769186767112247,0.3526306635623717,2.6704009207523356,0.221485306004243,0.4839136147242526,0.09181548889459132,0.6208068401469186,0.0601734535448983,0.07072302940833547,0.0027080742427001425,-0.1173806130915292,0.09968230077978237,-0.0848696635669904,0.9,0.25,962.0426592005617,0.0,
6.081640846002949,0.05068650706817458,0.7256944097833798,0.10262604313217902,0.6806457576402324,0.35279629052964206,2.6517682591195237,0.22119859811208398,0.46309066147506567,0.09796050038969907,0.599887607265189,0.0621330728796707,0.07315313860810965,0.002895560313672203,-0.11538049636242001,0.10023507011534831,-0.08307010253856656,0.9,0.25,959.4476073157563,0.0,
6.030777135904868,0.05171575480193547,0.7245242131015416,0.09875713928250623,0.684048650897521,0.3516275948242594,2.6318492466907863,0.2221167849164795,0.44213344611091693,0.10493502592457,0.5788316860519604,0.06386459960434054,0.07637299369805177,0.003146434035294601,-0.1133415704624209,0.10086766162233349,-0.08127670363190515,0.9,0.25,958.998357765106,0.0,
5.97728467560465,0.052411994526042574,0.7230573911316459,0.09453223456927473,0.6871235143111686,0.3496428622584915,2.610767008100946,0.223821326319229,0.421021360940148,0.11196206522908428,0.5576518564788409,0.06541623542943917,0.07987682631033984,0.0034562623915681593,-0.11124488098755307,0.10159450390051174,-0.07949724924564924,0.9,0.25,960.469093018432,0.0,
5.920927391899431,0.052956376893151906,0.721482965684075,0.09039256684403295,0.6898661315088358,0.34739260764634217,2.588598813585114,0.22583604038382296,0.3997202763136374,0.11832650846195694,0.5363432682806547,0.06684852839852128,0.0831633078992866,0.0038186088554297906,-0.10908200072908972,0.10241860767923248,-0.07773935392321855,0.9,0.25,963.4281774397548,0.0,
5.861487329182728,0.05353158549954792,0.7199568451803985,0.08672932082862869,0.6922738023653209,0.3453913539970657,2.5653749869541795,0.22768749476522535,0.3781846926050786,0.12345422448903345,0.5148833431695787,0.06822545718177445,0.08579422214689693,0.004225858480591901,-0.10685518000370256,0.10333197528630478,-0.07600954713748914,0.9,0.25,967.2978212261474,0.0,
5.7987890191660805,0.05429858157172675,0.7185869087092969,0.08384123262055902,0.6943468785027095,0.3440591509158554,2.5410830346131292,0.22896149813092626,0.3563611303143113,0.12696951568570122,0.4932337850489478,0.06960601494237693,0.08744128811054164,0.004670100922110493,-0.1045762186568745,0.10431734906500853,-0.07431255142072353,0.9,0.25,971.4302935679515,0.0,
5.732717096082269,0.05537795882447666,0.7174249546997449,0.08190650408990512,0.6960897651126301,0.3436792979795417,2.515676119552724,0.22934825102040787,0.3341922395156199,0.12872426169679008,0.4713443210309514,0.07103721722343227,0.08791620533604609,0.005144007265116457,-0.10226430273542851,0.1053509937201671,-0.07265081892102565,0.9,0.25,975.189076399327,0.0,
5.663222892559046,0.056837570435474896,0.7164659715815825,0.08097122321620714,0.6975112581923005,0.34437571761027913,2.489084492344629,0.22867098197065291,0.3116210257949912,0.12879641642393835,0.4491575260274943,0.07254917720095307,0.08718153176054423,0.005641562213879261,-0.09994308049153583,0.10640605086408576,-0.0710243703757807,0.9,0.25,978.0268067225053,0.0,
5.59032180654114,0.05868761364844345,0.7156543349975424,0.08095477960284325,0.6986241985149435,0.3461116752472636,2.46122830307453,0.22689635656096466,0.28859463921834183,0.12746092302506373,0.4266140215447772,0.0741527164606576,0.08534224464576924,0.00615855694905116,-0.0976373758832245,0.10745602301474158,-0.0694309515486851,0.9,0.25,979.5504347470267,0.0,
5.514083657827003,0.0608834177075281,0.7148956758222631,0.08167057845617837,0.699444536735133,0.3487086323499582,2.432030199537371,0.22412681959025443,0.26506731033152275,0.12513913498255316,0.40365737584120664,0.0758396498094279,0.08262032666360648,0.0066928140884326085,-0.09536999794210008,0.10847793768980592,-0.06786647337892275,0.9,0.25,979.5619387373531,0.0,
5.4346180560682,0.06333507542407117,0.7140724517712893,0.0828582906664588,0.6999899901167157,0.35188120722563027,2.4014262429487117,0.22057707536030824,0.24100219182010738,0.12233495262354496,0.38023813109781923,0.0775855078093935,0.07931693920414919,0.007244154084728157,-0.09315907058554619,0.10945480819048406,-0.0663256558323661,0.9,0.25,978.0685068712929,0.0,
5.352056549132758,0.06592211397726414,0.7130608808681327,0.08422249671068865,0.7002785164652036,0.3552822635422981,2.3693739700468837,0.21653873606248647,0.21637203864873392,0.11956669701311926,0.3563165519679369,0.07935413491490186,0.07576814891510772,0.00781413861663887,-0.09101620065949156,0.11037713161167446,-0.06480276853256799,0.9,0.25,975.2626348099182,0.0,
5.266533415503055,0.06851080928604714,0.7117469170609689,0.08547211855714312,0.700326831004375,0.35855134321894117,2.3358568738542567,0.21233846704047663,0.19115881337203214,0.11730341414610095,0.3318639073439456,0.08110338435863505,0.07230053626013198,0.008405644014320477,-0.08894564779155203,0.11124332015387906,-0.06329235801259211,0.9,0.25,971.4784131087405,0.0,
