IKin__LowPassTotalFlowRate,rightHipInnerLowPassFlowRate,leftHipInnerLowPassFlowRate,rightHipOuterLowPassFlowRate,leftHipOuterLowPassFlowRate,rightKneeLowPassFlowRate,leftKneeLowPassFlowRate,rightAnkleInnerLowPassFlowRate,leftAnkleInnerLowPassFlowRate,rightAnkleOuterLowPassFlowRate,leftAnkleOuterLowPassFlowRate,SpineInnerLowPassFlowRate,SpineOuterLowPassFlowRate,qd_x,qd_y,exactCenterOfMassVelocityX,exactCenterOfMassVelocityY,swingTime0,transferTime0,RIGHT_FOOT_LINKFootForceMag,LEFT_FOOT_LINKFootForceMag,
2.4488546447450723,0.34739956986696846,0.054926536542599685,0.06058717135546869,0.29620840067214693,0.13494021504033746,0.21423906963843933,0.1342087991881851,0.28322954286207713,0.23036772447537754,0.5303762449431981,0.0867977833097488,0.07557358685052537,0.15011950265686894,-0.2138097108779114,0.1287579902305854,-0.1607138936804756,0.6,0.25,956.8830852352145,24.05321442109038,
3.2454330671223,0.3546363151978741,0.09425988434408014,0.06430374242825532,0.2563634214620673,0.13271560110345781,0.39394034653518506,0.1547536485044986,0.5415542973444155,0.31860894718590815,0.7629115613621652,0.09934066424430059,0.07204463741009207,0.14256311420120937,-0.2048165231523591,0.13115568561046553,-0.15677660227141943,0.6,0.25,1061.782239627369,25.73566489836946,
4.212193411870232,0.35460208478096683,0.14671430167183727,0.08665634302813964,0.22875357044080943,0.1204131138813803,0.6376586452941237,0.16925643318316028,0.8313165154989688,0.4137697621375083,1.0231266949005806,0.11931510964697654,0.08061083740578072,0.13406102197273922,-0.19596931388145683,0.1339240743853384,-0.15344474800418836,0.6,0.25,1131.9756610861111,27.0534284951028,
5.306885004820178,0.34722680358250546,0.2101044789018509,0.12304851626626112,0.21409518969527352,0.13119034876521957,0.9306198772008064,0.17512044533950769,1.130609350844763,0.5121320525715308,1.2907612973415712,0.14357709827709297,0.09839954603379539,0.12553390642759987,-0.18866573715166585,0.13598813300802792,-0.15061566173249635,0.6,0.25,1159.8446056179475,0.0,
6.428688155592614,0.33546495188617964,0.27939263803962777,0.16398963414508808,0.2120464853098526,0.1599564043640101,1.2538345364830383,0.17931387520090492,1.4207726404310919,0.587994207099915,1.5475498879385683,0.16946170379909203,0.11891119089524503,0.11758662967940973,-0.18333676904467366,0.1370493566531044,-0.14810213438115122,0.6,0.25,1151.9153487933984,0.0,
7.498420072099082,0.32295206731377024,0.34921526116078694,0.20086829592662506,0.22119227463046362,0.1945182414885601,1.5887659954654842,0.18461434725224948,1.687396752149775,0.6379166560465512,1.7798862515969875,0.19504355445679483,0.13605037461103417,0.11053244402880892,-0.18022099619100385,0.13738696632113945,-0.14525013770356143,0.6,0.25,1083.5090763737421,0.0,
8.472894076074592,0.3133109726113275,0.41584850859722494,0.22845787635109033,0.2393666794483474,0.2280422495840884,1.9207635826719562,0.19505240065200383,1.9209926160062984,0.6653215297234236,1.9802253837050356,0.21922111865921035,0.14629115806458654,0.10453651354992982,-0.17765989739720614,0.13757468859862898,-0.14280270068579168,0.6,0.25,1000.8183260675938,0.0,
9.31664611343792,0.3060874878808669,0.4783912172278243,0.24477482707485723,0.2646356969060112,0.2543865525727426,2.24081180109117,0.20165084660462776,2.116916194932592,0.6718980553552817,2.1462590516033755,0.24042706386546556,0.15040731832310747,0.09908931638223452,-0.17532815768078508,0.13759970109625666,-0.1412198188123436,0.6,0.25,973.5007466938159,0.0,
10.010427680974695,0.2965133443516595,0.5372420304912245,0.2526304279463185,0.29517902185491973,0.2738480652079539,2.543343965941038,0.19650316910855323,2.2737503763191333,0.6551385535102723,2.278455625947867,0.2565202198804053,0.15130288041535092,0.09407258705199317,-0.17228647299938948,0.13748709829445394,-0.1398507297765374,0.6,0.25,964.942473730443,0.0,
10.549411955705676,0.2819485162341215,0.592238068405766,0.25496792393991674,0.32955835727129834,0.28905633737575254,2.8249700874025003,0.18243351789710627,2.39286221978358,0.6060432516725368,2.378562052330721,0.2661481769926203,0.15062344639975533,0.08971733266127238,-0.16944593943160072,0.13701967912064975,-0.13836791077682203,0.6,0.25,976.2590608863721,0.0,
10.950363909733193,0.26358170988149326,0.6426128350149215,0.2518634614174521,0.36643968609575955,0.29868588880963787,3.0840421111339733,0.1691560243621273,2.4773918493757296,0.5294845817472463,2.4495633064231948,0.26949281610245934,0.14804963936919552,0.08606260514410256,-0.16746419078917646,0.13620140744163992,-0.13644397965556235,0.6,0.25,982.3824643215155,0.0,
11.263588212200949,0.24377180696747516,0.6876105175212859,0.24308915108068996,0.4045237262227112,0.2999017564924344,3.3198762080464417,0.16225176307989472,2.5312589208746656,0.46604686255409505,2.4950612458738832,0.2674905900693043,0.14270566341806357,0.08251600133342919,-0.1664154685678253,0.13532223155589232,-0.13386549432611375,0.6,0.25,964.7600819232814,0.0,
